Gene	1.ctrl	2.ctrl	3.dox	4.dox	5.acti	6.acti	7.fccp	8.fccp	9.mb	10.mb
AC021016.7	1.389953711	1.394172441	1.377820778	1.437864305	1.370754418	1.609963192	1.464803343	1.283880127	1.08147955	1.12810813
AC022007.5	1.649821569	0.723646767	1.671770322	2.067861539	1.449030244	1.505951433	1.00873685	1.677255738	2.031454419	2.128256851
AC022182.2	4.778654832	4.514814497	4.723391785	4.987923983	4.788610473	4.327223318	5.223010708	5.070667874	4.103075923	4.382722452
AC022431.1	7.363315583	7.006103418	7.105146498	7.548976145	7.596919195	7.952345919	7.949629167	7.810852632	7.006547784	7.55722357
AC024560.3	4.326905399	3.942085671	3.974077161	4.232770372	3.902083004	3.559859634	3.976561998	3.993617765	4.522887064	3.990555443
AC025171.1	3.916816925	3.895488503	3.94074651	3.958312171	4.227664679	3.795022319	3.796378983	4.039874665	4.408747289	3.544914821
AC025335.1	2.863128226	2.295166335	2.867330758	2.897200325	2.393283883	2.573899643	2.857765551	2.841398485	2.057478519	2.603207517
AC026271.5	6.153956539	5.744069308	6.158064055	5.935667579	6.325435716	6.541445188	6.272530931	6.153591229	5.531179277	5.659377571
AC026740.1	2.688923292	2.735221358	3.082657259	3.205312115	2.646814152	1.826947952	2.348402642	2.534379359	3.284456044	3.11605224
AC026882.1	1.923387283	1.81720777	2.21856351	1.852864248	1.93041474	2.573899643	2.323251281	2.040577835	2.916171648	2.464813262
AC027612.1	3.306936387	3.395886461	3.829261173	4.02556122	4.230437805	4.128482976	3.854591853	3.465257244	3.251017132	3.620749086
AC027612.4	1.568291468	1.695556896	1.626752242	1.154103995	1.725519946	1.753143541	2.162374534	2.133851691	1.571415952	1.688504307
AC027612.6	3.119309221	3.321464211	3.220338149	3.517107416	3.597221663	3.738771094	3.687256062	3.700268229	3.730993938	3.549487727
AC027763.2	1.711882694	1.438184388	1.09893696	1.773436158	1.693720833	1.450991284	1.792589603	1.882320986	1.977954105	1.860293296
AC034220.3	2.863128226	2.625293459	2.780935455	2.78692261	3.389607962	3.289237298	3.164330839	3.189206487	3.426022144	2.966778535
AC055811.5	3.054918572	3.373393478	3.225379918	2.909636959	2.695795234	3.093798625	3.266826453	3.041892924	3.14578235	3.425611091
AC062029.1	0.756733596	1.394172441	0.886213868	1.367482488	1.266530982	0.99337247	1.26795925	0.938031736	1.378452899	1.12810813
AC064836.3	1.633879984	1.913891457	1.359592916	1.454936051	1.006699726	0.545997792	0.769012851	1.151350197	1.336557895	1.435346685
AC064850.4	4.356349189	4.354671475	4.282977546	4.473775142	4.279463599	4.408800848	4.690397192	4.27417085	3.364811968	4.106811678
AC067945.3	3.775024983	3.20528394	2.948843331	2.78692261	2.758619196	3.105709043	3.135722587	2.865773626	2.828209505	3.300978977
AC068282.3	3.418153953	3.315577198	2.434223591	2.488412675	2.578806735	2.632704486	1.948757794	1.940854194	3.564035537	3.322513116
AC068491.3	2.361196892	2.770078268	2.485555597	2.446350761	2.383350783	2.681268573	2.373123027	2.571901979	2.498469207	2.040020289
AC068538.2	1.814452671	1.783484354	1.341131802	1.195321507	1.287986727	1.841266338	1.596599916	1.388526941	1.725446329	1.311589788
AC068657.2	1.617760277	1.097519229	1.054301665	1.454936051	1.370754418	1.374294329	1.810800188	1.2656765	1.725446329	1.704994722
AC069277.2	2.60963428	2.258813599	2.7107683	2.724938312	2.516551286	2.457892897	2.785940879	2.785000348	2.887442738	2.966778535
AC073063.10	2.427430692	2.143913366	2.416698866	2.420512106	2.214349638	2.401033937	2.479404394	2.249518637	2.145034827	2.311720748
AC073150.6	2.060891085	1.783484354	1.852083832	1.976237429	2.489025412	2.640912877	2.385326171	2.258751668	1.950441079	1.585395872
AC073310.4	1.229488517	0.650702154	1.120747206	1.488485198	1.523276765	0.711022864	1.319744893	1.111135461	0.976274079	0.602886489
AC073465.1	2.923388816	3.20528394	2.860865578	2.820241337	2.578806735	3.299644182	3.084251106	2.797725178	2.958220018	2.721397359
AC073869.1	1.389953711	1.601920745	1.39582121	0.97634086	1.222637824	1.41315242	1.26795925	1.171044864	0.832965874	1.530939755
AC073869.20	4.197312437	4.766429582	4.700039395	4.398562775	4.589159978	5.103071744	4.569937013	4.625948738	3.77870688	4.078614041
AC073958.2	1.517066003	0.953315162	1.303485391	1.488485198	1.902866241	1.207465299	1.697920346	2.09313923	1.131338533	1.67182322
AC074019.2	3.688924194	4.154858332	3.564668708	3.437751635	3.622776224	3.761535444	3.39908931	3.340362214	3.595460535	3.655101835
AC074117.10	2.764080743	3.192491984	2.621798715	3.312224167	2.833487192	2.401033937	2.926183368	3.241371333	3.00577597	2.729480256
AC074138.3	2.000008723	2.089753988	1.225110782	1.488485198	1.725519946	1.855444014	1.678217534	1.405253209	2.348445614	2.222903167
AC074183.4	2.756738759	2.735221358	3.099230692	3.200259042	3.748046138	3.652086984	3.266826453	3.273611236	2.379724378	2.558535103
AC074286.1	1.551417604	1.325529809	1.890678463	1.732019698	1.957447037	1.576119011	1.186619314	1.562643863	0.604921292	1.474347227
AC074290.1	1.68118582	2.196112929	0.936270024	1.045593826	1.006699726	2.136566439	1.418052557	1.111135461	2.283777045	1.37479484
AC074389.9	3.700450454	3.763328218	4.248722107	4.391929771	4.811014709	4.451427052	4.60688223	4.933263198	1.692610411	2.222903167
AC078899.1	4.497381217	4.66126691	4.504454692	4.321541413	4.372783581	4.559298825	4.647978362	4.469728458	3.798130777	4.251352918
AC079248.1	2.1864222	2.258813599	2.614130858	2.454861822	2.121794263	2.712759567	2.421328234	2.373694826	2.327209887	2.385189412
AC079250.1	2.617762172	2.234059364	2.990898834	3.005449267	2.773906843	2.624449125	2.892379999	2.847530988	1.83482124	2.637975483
AC079305.5	2.60963428	3.18605322	3.210201441	3.230315363	3.226947629	3.533648668	3.099145578	3.150047526	2.937349019	2.73751812
AC079922.2	2.130712667	2.474943905	2.21856351	1.999694733	2.552454083	2.743577837	2.33588177	2.365170966	2.498469207	2.43546688
AC079922.3	1.68118582	2.089753988	1.825768277	1.786981578	1.74116047	1.207465299	1.774146212	2.082779032	2.305656905	1.932092671
AC079949.1	8.366785994	9.411964165	9.002153487	8.755988813	8.930286704	9.084300607	8.328078131	8.442093522	9.480220558	9.405475239
AC083799.1	1.896915015	2.089753988	1.976909546	1.553329967	1.350503386	1.897159768	1.678217534	1.917725101	1.80440814	1.549321133
AC083843.1	2.250552648	2.221521124	1.671770322	2.254935286	1.997068862	1.691255009	1.755463983	2.072343897	2.872860862	2.065786184
AC083873.4	3.408816081	3.579039879	3.532486703	3.326208001	3.369621685	3.5292335	3.706836653	3.399994257	2.930324379	3.348986509
AC084018.1	4.202725936	4.187458258	3.540599755	4.084339634	3.265313354	2.853615554	3.428870559	3.500710512	3.479937716	3.864103361
AC087380.14	1.072762444	1.228610221	1.626752242	1.689379036	0.68956306	1.334360581	0.435150303	0.714697267	0.707097396	1.000325041
AC087499.5	1.000005815	2.208872961	1.377820778	1.330960657	1.486631077	1.313971398	1.596599916	1.517202905	1.692610411	1.267860351
AC090945.1	1.072762444	1.348775468	1.225110782	1.21549692	1.410423139	0.967498034	1.441617313	1.283880127	0.80251322	1.000325041
AC091492.2	2.311953295	2.464340821	1.798963781	2.154012555	2.145495706	2.351877353	2.119187163	1.929335997	2.718312559	2.078498598
AC091729.9	3.147653872	2.955641297	3.491222634	3.420474096	4.034917187	3.753987168	3.631997487	3.814244779	3.6816489	3.440459475
AC091878.1	2.517068035	2.576897229	2.353629578	2.607705848	2.311835571	2.503621364	2.456453706	2.480152108	3.278936438	2.680289307
AC092171.4	4.570390319	4.555344842	4.76899228	4.592307984	4.405052112	4.474575148	4.300324792	4.562122775	4.426329807	4.743590074
AC092295.7	1.814452671	1.800444596	1.465657722	1.553329967	1.709708	1.432195903	1.344956926	1.577478261	1.08147955	1.845494448
AC092570.4	1.42742853	1.416346241	1.341131802	1.154103995	0.752653136	0.941151058	0.841664257	1.069767528	1.607094143	0.973351861
AC092638.2	1.517066003	1.151393241	1.303485391	1.420588123	1.370754418	1.576119011	1.755463983	1.796167443	1.624607728	1.222763891
AC092642.1	2.525732908	2.474943905	2.080704796	2.185037506	2.214349638	2.381571826	2.360815781	2.615677704	1.589365336	2.425550582
AC092646.2	1.974917691	2.221521124	1.58028404	1.70373308	2.157201991	2.795974732	2.218017385	2.202445772	2.305656905	2.000487534
AC092664.1	3.147653872	3.350544246	2.880174844	2.878342017	2.655094022	2.846535142	2.983497906	2.692638112	2.726446087	2.959924468
AC092669.3	1.711882694	1.695556896	1.743812833	1.800401001	2.133693657	1.91080121	1.898556863	1.917725101	2.828209505	2.311720748
AC092933.3	4.764082027	4.209847676	4.775881552	4.582632038	4.2081021	4.168779593	4.548392755	4.469728458	3.390632538	4.574410145
AC093106.5	2.508350806	2.845557113	2.380997561	2.132952285	2.383350783	3.117521937	2.271593624	2.277042327	2.294758453	2.405511137
AC093106.7	3.394694962	4.005623734	3.675656158	3.703639373	3.480935567	4.845155517	3.9886105	3.795334425	4.548345274	3.598855672
AC093323.3	3.726992258	3.439846938	3.757985528	4.045421301	4.224886213	3.887612345	4.251162268	3.922779624	3.484740672	3.633727414
AC093391.2	1.142025365	1.56269565	1.303485391	1.274383599	1.309128052	1.505951433	0.944210529	1.069767528	2.018264187	1.474347227
AC093616.4	1.463954514	1.228610221	1.120747206	1.403102551	1.559014632	1.354465621	1.553991645	1.635336001	0.639790253	1.152360634
AC093627.10	1.741940001	0.758781063	2.287676589	1.952392411	2.258491855	1.576119011	1.774146212	2.267925984	2.108159384	1.800164683
AC093627.9	1.370844829	0.922660326	1.031455242	1.255020548	1.006699726	1.162559197	1.596599916	1.405253209	1.155636401	0.945864757
AC093673.5	2.072765209	2.27103324	2.238650248	2.154012555	2.203099772	2.204599125	2.433132002	2.221459621	2.517343436	2.815525763
AC093724.2	2.534346051	2.909486954	3.126436878	2.78692261	3.359523749	3.370463273	3.091717564	3.291715643	2.390001727	2.512435106
AC093838.4	4.096226266	3.949707617	3.94380859	4.598082555	4.176814715	3.538050365	4.154653517	4.172805431	4.130917486	4.053078262
AC096574.4	2.942929023	3.407002797	3.269980093	2.915815303	2.735379622	3.241454371	2.822300143	2.889743768	2.581524002	2.845584901
AC096664.1	3.96857838	5.321915063	3.572603278	3.742394588	3.499447234	4.430271375	3.939800735	3.641481024	3.847442045	3.753508942
AC096772.6	1.856272941	1.041555118	1.656919834	1.674880741	1.593888573	1.334360581	1.898556863	1.677255738	1.248931354	1.830542222
AC097499.2	1.351479443	0.859324522	1.413599815	1.745957711	1.486631077	1.043769464	1.510086594	1.704540476	1.659009703	1.24548832
AC097523.3	2.072765209	1.203327668	1.341131802	1.174859943	0.842398667	0.647259696	1.441617313	1.048630067	1.879271545	1.63787103
AC097533.1	0.756733596	0.983332164	1.284287274	1.293490208	1.390725117	1.950968278	1.369735919	0.84301173	1.055888643	1.37479484
AC097711.1	4.363617192	4.144932957	3.829261173	4.062229303	3.307945865	3.672250255	3.956254824	3.569105734	3.958645499	4.017211824
AC098592.6	1.04891561	1.783484354	1.09893696	1.21549692	1.329964041	1.229404835	1.344956926	1.717991746	0.673836305	1.474347227
AC098614.2	5.368442547	5.614604547	5.520285773	5.327336816	5.470153212	5.511685878	5.72354793	5.553000435	5.497117985	5.347722211
AC098831.4	1.000005815	1.151393241	0.834358329	1.111674188	1.200180086	1.73791852	1.596599916	1.354481154	1.003303385	0.6376621
AC099522.2	3.072766591	2.925036375	2.7107683	2.934193149	2.687746335	2.832269211	2.813295873	2.712933872	2.238995948	2.875030506
AC099535.4	4.232142436	4.190678098	3.871682152	3.89717301	3.983241719	4.17727007	3.749944852	3.641481024	4.084211832	4.325214857
AC104135.3	2.445809249	2.019064077	2.238650248	2.274299474	2.78903419	2.781197361	2.661015694	2.73955824	2.887442738	2.188134352
AC104297.1	3.418153953	3.627365476	3.544639236	2.852807913	2.781490343	3.750198169	3.356334945	3.020339995	3.843708136	3.268062832
AC104389.32	3.266150739	3.96858815	2.860865578	3.13820002	2.925345845	3.032725386	3.233463835	2.895674589	3.891511045	3.705144277
AC104651.1	1.389953711	1.416346241	1.054301665	1.274383599	1.370754418	1.229404835	1.319744893	1.649445018	0.920647117	0.602886489
AC104651.2	4.814455564	4.337343828	4.318799078	4.323866433	4.851206764	5.048581628	5.001106607	4.680214543	4.4238311	4.327879174
AC104654.2	2.741941739	2.752755083	1.58028404	2.045495243	1.693720833	1.41315242	2.013085514	1.906020001	2.820631383	2.013785847
AC105399.2	4.397058653	4.751244647	4.299805004	4.288591461	4.538591139	4.982294231	4.803844591	4.441626544	5.126503736	4.690752178
AC106786.1	2.568293429	2.820833681	2.614130858	2.283884965	1.627939372	2.573899643	2.013085514	1.770576687	2.676942547	2.445315484
AC108479.2	2.59323982	2.853704993	2.97900755	2.846353143	2.470378664	2.728250991	2.739164047	2.541962363	2.872860862	3.52183031
AC109631.1	1.568291468	1.50178284	1.701020426	1.569095775	1.177367225	1.229404835	1.186619314	1.421787778	1.725446329	1.512321155
AC109638.1	1.800238779	2.258813599	1.120747206	1.645439592	1.177367225	1.722531111	1.510086594	1.171044864	1.83482124	1.078344658
AC110926.4	1.551417604	1.658828448	1.39582121	1.600119753	1.709708	1.593140343	1.441617313	1.649445018	1.478158167	1.959840907
AC113189.5	2.311953295	2.464340821	2.659538345	2.94026744	2.49825918	2.182276139	2.501995689	2.752688409	2.718312559	2.753460735
AC114755.3	1.711882694	1.621140478	1.757799478	1.630490605	1.997068862	2.182276139	1.86409208	1.454299046	1.991516329	1.830542222
AC115617.2	4.213492371	4.101115998	4.138116392	4.124904764	3.922804704	4.430271375	4.028060609	3.723795287	4.265388298	4.109910997
AC117947.1	1.229488517	1.695556896	1.548452336	1.600119753	1.523276765	1.855444014	1.997270481	1.577478261	1.709121787	1.435346685
AC124789.1	4.158838272	4.366108689	4.075279501	4.205290052	4.812866118	4.774167417	4.540229983	4.763654273	4.767168681	4.514860747
AC125232.1	1.024667968	0.758781063	1.341131802	1.330960657	1.505070272	1.469544946	1.717357699	1.677255738	0.80251322	0.945864757
AC125238.2	4.090397184	4.148249008	3.809253471	4.016965346	3.43839487	3.304819607	3.730944494	3.823607809	2.937349019	3.484109144
AC132872.1	1.024667968	1.621140478	1.641914889	1.349337138	1.693720833	1.41315242	1.637985817	0.938031736	2.227580065	1.800164683
AC132872.2	1.551417604	1.81720777	2.135297298	1.928146647	1.902866241	2.040558527	1.82878377	1.717991746	2.909042876	2.311720748
AC133528.2	1.88349447	2.157141386	1.825768277	2.034180706	1.916706245	1.487863026	2.133727075	1.906020001	0.707097396	1.63787103
AC133644.3	3.158837621	3.285776311	3.548667438	3.293365679	3.323613764	3.77651454	3.621719054	3.357652929	3.930758165	3.385251636
AC137932.1	0.949379535	0.953315162	1.245107196	1.584691156	1.541256356	1.272307658	1.039949062	1.048630067	1.106624419	1.267860351
AC137932.5	0.499574414	0.758781063	0.510110793	1.067958605	1.154187827	0.711022864	0.876662512	1.501732196	1.757551498	1.267860351
AC138517.4	2.380433141	2.474943905	1.757799478	1.988013756	1.902866241	1.706977813	1.697920346	2.173446719	1.315145154	2.11597725
AC139100.2	2.164395854	2.27103324	1.81242828	1.689379036	2.010037958	2.204599125	2.650942651	2.586641969	2.044525147	2.300913009
AC141586.5	1.856272941	2.699501376	2.258461153	2.143520849	2.646814152	2.503621364	1.898556863	2.286101427	2.634351117	2.705094427
AC144530.1	2.584972193	2.81249748	2.526979764	2.132952285	2.578806735	3.032725386	2.456453706	2.390592933	2.742576857	2.800258024
AC144652.1	1.601458421	1.480893327	1.72968926	1.717945714	0.813099447	1.092465224	1.637985817	1.131382946	2.145034827	1.454978741
AC144831.1	0.096216066	0.406727652	1.008241195	1.154103995	1.410423139	1.162559197	1.070500284	1.388526941	0.80251322	0.493228202
AC159540.1	1.869947908	1.50178284	1.204833309	1.584691156	1.505070272	1.354465621	1.214245327	1.532509473	2.420401666	1.932092671
ACAA1	5.247938838	5.537039111	5.443402402	5.27782807	5.291806977	5.554680249	5.066983573	5.303739068	5.88550325	5.711316502
ACAA2	5.834645934	5.640737505	5.862046095	5.896371637	5.671316442	5.873072046	5.515843957	5.56141947	6.266343727	6.061136065
ACACA	7.995145173	8.010308923	8.063409724	8.059593045	7.631686265	7.65945766	7.767574322	7.738448867	7.528672641	7.60193599
ACACB	4.542909573	4.864444669	4.661499114	4.710748112	4.48618519	4.334833034	4.438494901	4.251225073	4.325523328	4.882365084
ACAD10	4.741943043	4.874490433	5.17422106	5.242624096	5.136369097	5.073053881	4.808383342	5.058823606	4.63730837	5.097492558
ACAD8	4.525734423	4.268923615	4.346829382	4.360566027	4.153626367	4.194102576	4.341617895	4.473698702	3.77479052	4.197011774
ACAD9	6.456613747	6.372720107	6.465596925	6.741498627	6.578193962	6.360051245	6.711043775	6.718250818	6.297387288	6.354279016
ACADL	2.119307882	2.342254198	2.177531042	2.264649868	2.49825918	2.311309384	2.385326171	2.321779472	1.950441079	2.040020289
ACADM	5.901918624	5.565842267	5.462743945	5.485236623	5.345234566	5.215888921	5.410819306	5.278995381	5.383410231	5.616436661
ACADS	2.828529525	3.395886461	3.235410905	3.078867821	2.743167816	2.565299812	2.748641533	2.959353438	2.789914452	3.188205684
ACADSB	3.197311803	3.373393478	3.255266037	3.254892653	3.423931242	2.981934217	3.52023838	3.340362214	2.958220018	3.194058699
ACADVL	7.958414297	8.216681916	7.934461812	8.125382817	8.035685115	7.995594931	7.670881189	7.812029101	8.392362067	8.392965497
ACAP1	1.463954514	1.50178284	1.431161996	1.584691156	1.329964041	1.393854198	1.294084415	1.319612472	3.139704682	2.176356015
ACAP2	4.87334927	4.817311281	4.915001033	4.801967565	5.177185963	5.178315129	5.14441539	4.996719318	5.225949589	4.949645041
ACAP3	6.219513836	6.515653701	6.603649973	6.725320378	6.263830513	6.040647247	6.08885916	6.360722186	6.31637149	6.535198072
ACAT1	5.872500574	5.666405501	5.639336508	5.820190916	5.610880227	5.735155499	5.6253611	5.43578295	5.520694332	5.365984619
ACAT2	5.534347807	5.631289291	5.479721407	5.5362563	4.693334576	4.98390842	5.427142515	5.164534449	6.342404264	5.792645237
ACBD3	5.289235263	5.101861289	5.088276905	5.138165351	5.198586209	5.138287693	5.08766843	5.165762009	5.23737833	5.230163644
ACBD4	4.03684769	4.097689691	4.159346583	4.240175043	4.097012654	4.059735916	4.077784103	4.237280362	3.647788892	3.907497279
ACBD5	4.671460733	4.42471022	4.306957119	4.521147808	4.638016158	4.301563738	4.665596243	4.491430821	4.065097809	4.544942673
ACBD6	4.915169457	4.986179446	5.011553643	4.773331989	5.384356902	5.539393375	5.17812376	5.277860521	4.886299142	4.909298975
ACCS	3.673411185	3.569177428	3.740483202	4.056648365	4.081737548	3.77651454	3.952158861	4.360326937	4.284795423	3.823145401
