Gene Symbol	1.ctrl	2.ctrl	3.dox	4.dox	5.acti	6.acti	7.fccp	8.fccp	9.mb	10.mb
PAIP2	11.2908	11.984	10.49	10.653	9.23453	8.73077	8.9725	9.29259	9.43761	9.91428
PAK1	9.11586	9.48356	9.60706	11.5176	9.07219	10.2314	8.89001	10.1524	10.8402	11.0897
PAK1IP1	9.50948	9.26521	10.7952	9.55107	10.6739	10.4047	10.5395	10.6728	9.4871	9.10114
PAK2	9.73586	9.21647	11.6763	10.8491	9.8184	9.57055	10.7421	10.0581	9.64755	8.68557
PAK4	9.93901	10.6319	10.3077	10.5072	9.11408	10.5762	9.3994	9.84108	9.79548	9.88802
PALB2	9.11524	9.95875	10.1503	9.48689	8.38589	8.51961	9.67297	9.88011	12.3186	12.5117
PALLD	10.4827	9.83715	9.83293	10.2676	9.42904	9.84781	10.3769	10.2949	9.88933	9.74159
PALM	10.5526	12.1623	9.84039	10.3377	9.51629	8.74543	7.67782	7.39149	12.0315	11.7445
PALM2	9.76635	10.3342	8.84396	8.6191	10.3385	9.5912	9.99525	9.97289	11.3217	11.2168
PALMD	10.481	10.0687	9.5348	10.5411	10.1163	9.30977	10.273	9.77831	9.81234	10.0847
PAMR1	10.9933	10.5551	11.7311	10.3135	8.01238	9.78822	8.78187	10.6113	8.86994	10.3434
PAN2	10.0978	8.82473	9.9284	10.2897	10.8088	9.89368	10.1799	10.5456	9.61631	9.81496
PAN3	10.0753	9.23568	8.94877	10.3459	10.6122	10.3846	9.93064	9.90941	11.2269	9.33048
PANK1	10.2745	8.79987	11.6447	10.6249	9.01652	9.44899	9.87233	9.61844	10.4988	10.2009
PANK2	10.4025	8.62079	9.8332	10.2195	10.7326	10.7012	10.2334	9.72777	10.3514	9.1777
PANK4	10.2096	8.49219	11.0817	10.1874	10.6176	10.0309	10.0294	10.0393	10.2022	9.10978
PAPD4	9.10768	9.10478	9.84023	9.10758	9.56503	9.23384	11.1808	11.5213	10.9147	10.4241
PAPD5	9.85532	10.9173	9.16267	9.50401	10.7475	11.0391	10.4997	10.9721	8.41907	8.88314
PAPD7	11.2549	10.4916	10.3994	10.2427	9.38228	8.4988	10.763	10.0593	9.89002	9.01797
PAPLN	11.6348	10.474	11.2036	11.0554	8.27406	9.42184	10.3431	8.9003	8.83505	9.85788
PAPOLA	9.8101	9.05183	11.0678	10.9442	9.30975	9.44888	9.38946	9.78844	10.5829	10.6066
PAPOLG	10.2151	10.0673	9.98908	9.8541	9.40839	10.0468	9.81352	9.20523	10.9375	10.463
PAPPA	9.38757	9.19726	9.24231	9.16313	10.1888	9.7414	8.96406	9.54846	12.393	12.1741
PAPSS1	9.12462	8.29378	10.4162	10.3024	10.4021	9.60341	10.7642	9.97838	10.8293	10.2856
PAPSS2	8.6814	7.41409	9.59109	9.22051	10.1692	9.96871	11.1286	10.7305	11.8239	11.2719
PARD3	10.0385	9.58243	10.3872	10.3517	9.79098	9.60102	9.74057	9.9119	10.6218	9.97398
PARD6A	9.48582	9.79844	10.1704	9.95571	11.5433	7.4387	10.7566	9.22286	11.1646	10.4637
PARD6B	9.60101	9.42718	9.12358	9.93382	11.3134	11.3872	9.54182	10.7675	9.00544	9.89903
PARG	9.36918	8.5134	10.5246	9.76186	10.4487	10.2164	11.1165	10.4207	10.1013	9.5274
PARK7	9.78275	8.92741	11.3647	11.1595	10.5091	10.249	10.2721	11.0002	8.51693	8.21835
PARL	9.11999	8.65307	10.0896	8.52433	11.3487	12.1973	10.7008	10.6715	8.99577	9.69888
PARN	10.2299	9.15483	10.3768	9.66658	10.543	10.1188	11.0415	10.3577	9.37867	9.13238
PARP1	10.0244	9.78267	10.593	10.205	9.92153	9.36428	10.3416	9.58749	10.3549	9.82506
PARP10	9.35793	8.80344	10.735	10.0212	10.4983	9.8391	8.935	9.60434	11.3945	10.8112
PARP12	9.56702	8.65382	9.62366	9.11655	10.8129	10.7555	10.6464	10.7471	9.94394	10.1332
PARP14	10.0684	9.09644	10.0932	10.014	9.46838	9.67755	8.98773	9.54049	11.6503	11.4035
PARP2	9.47183	9.90907	9.67977	9.92308	10.3281	10.4862	9.65658	9.78282	10.0193	10.7431
PARP4	10.5021	9.01951	9.77457	9.70983	10.5407	10.4129	9.45711	9.6755	10.7071	10.2008
PARP9	10.2583	9.33533	9.99107	10.3467	9.74473	9.89807	8.41112	8.48202	11.7482	11.7845
PARS2	8.5699	9.1798	8.90761	8.58292	9.66928	12.0944	12.2992	11.8064	9.62243	9.26802
PARVA	9.87248	9.67892	10.1575	9.69184	9.81686	10.141	11.2525	10.3537	10.1662	8.86893
PARVB	10.906	8.68937	10.3729	10.1334	11.0172	10.0508	10.8311	9.56146	9.68371	8.75407
PASK	11.4828	10.7721	12.3399	11.2177	7.49564	7.57007	7.3484	9.13622	11.6634	10.9738
PATL1	9.85261	9.55754	9.85915	10.1571	9.43295	10.0432	9.66317	9.73256	10.4615	11.2402
PATZ1	10.4043	10.4401	10.4082	9.86517	9.85725	9.99484	10.0487	9.76866	9.64807	9.56473
PAWR	9.26307	8.83813	9.46876	9.30652	10.687	10.0996	12.8132	11.4112	9.02485	9.08768
PAX6	10.4382	10.0134	11.5775	10.516	9.24973	10.1746	9.02344	9.79981	9.85942	9.34792
PAXBP1	10.6048	11.0917	10.0871	9.26588	10.1882	9.78039	9.51988	8.86156	10.4382	10.1623
PAXIP1	10.5175	10.1239	10.764	9.84435	9.78662	9.52915	8.43671	8.40002	10.7936	11.8043
PBDC1	8.61585	10.1453	8.70371	11.1938	10.1796	11.2424	10.0534	9.91795	9.92609	10.022
PBK	9.9953	9.85801	9.86208	10.9202	7.79385	7.52968	7.55077	7.57779	14.5953	14.317
PBLD	11.6832	9.02291	9.5662	8.29608	12.8359	8.25733	10.2655	9.3834	8.64288	12.0466
PBRM1	10.6661	11.4582	10.6003	9.96212	9.38879	9.60968	8.89194	8.9322	10.3231	10.1675
PBX1	10.9437	9.51715	12.3085	10.5688	10.1721	9.85307	9.27865	8.81182	9.36382	9.18242
PBX2	9.31694	10.0933	10.5429	10.5374	10.4287	10.0378	9.74809	10.015	9.55194	9.72786
PBXIP1	10.3575	11.9043	8.99302	10.0619	8.55026	8.90926	8.77583	8.62831	12.0786	11.741
PC	10.1111	9.76305	8.97183	8.64779	11.4182	11.7845	10.093	10.5843	9.33699	9.28929
PCBD1	9.47507	8.38023	10.4238	10.7825	10.0548	10.7441	10.4118	11.5816	9.26603	8.88
PCBD2	8.90105	8.7353	9.49541	9.76973	10.7491	11.3487	11.0876	11.4415	9.22479	9.24688
PCBP1	10.1003	9.76074	11.2079	11.4263	9.89014	9.84061	9.71871	10.2055	9.22333	8.62656
PCBP2	10.2016	9.45924	11.0622	10.8185	9.99245	9.84804	10.0688	10.0092	9.54675	8.99318
PCBP2	10.0032	10.0597	11.2361	10.8668	10.1899	10.2273	11.4065	10.7333	7.71102	7.56609
PCBP4	9.60179	15.8116	9.06394	11.3891	10.112	10.9939	9.75263	7.95755	8.09034	7.22706
PCCA	9.82597	9.28909	9.19668	8.09452	11.4273	10.89	9.99962	10.7514	10.4844	10.041
PCCB	9.73737	11.1047	8.14162	8.30097	10.7707	10.8373	11.2401	11.247	8.93601	9.68422
PCDH7	10.1307	9.63442	9.06751	8.10001	9.04526	8.6228	8.1273	7.91645	15.1379	14.2176
PCDHAC2	12.2855	12.2528	8.90567	8.50091	8.82932	9.38454	9.29813	9.00035	10.6183	10.9244
PCDHGB2	10.7903	12.5272	9.44955	9.49073	9.36672	8.98381	9.40672	9.1016	10.1318	10.7517
PCF11	10.7593	11.4631	9.39913	8.92794	10.4269	9.73084	10.3128	9.32247	9.82847	9.82905
PCGF1	11.7092	11.9804	10.8522	10.0435	8.97524	9.20993	8.51049	9.20254	9.53845	9.97812
PCGF2	10.7126	10.8994	9.71764	9.75432	9.63456	9.14928	9.91471	9.77221	10.0301	10.4152
PCGF5	10.1753	9.1522	9.70759	10.5271	8.85517	9.61754	10.3012	10.0191	11.2328	10.412
PCGF6	10.748	10.8417	10.7525	9.07927	9.47643	8.81914	11.2048	10.5261	9.15445	9.39766
PCID2	10.0442	9.71715	10.6756	10.464	9.72387	9.90425	9.99255	10.0136	9.81092	9.65385
PCIF1	8.77585	8.62227	11.5986	11.2863	9.91344	10.3956	10.6537	10.669	8.74149	9.34376
PCK2	5.96696	5.90096	8.40927	8.14789	15.9364	16.4149	11.2253	11.4593	8.51094	8.02807
PCLO	10.5122	8.17642	10.6179	10.9505	10.8065	9.35079	12.1418	11.0993	8.4434	7.90117
PCM1	10.4094	10.9804	9.57529	8.9654	9.76262	9.45914	9.6765	9.35045	11.2066	10.6141
PCMT1	9.49695	8.96659	10.9473	11.1531	10.2419	10.6213	10.2378	10.2237	9.36111	8.75027
PCMTD1	9.91336	9.0335	10.6869	11.4682	9.02398	8.54189	9.00955	9.34433	11.1057	11.8726
PCNA	9.61127	9.12413	10.9777	10.5118	9.99656	9.43909	9.97454	9.63214	10.4168	10.3159
PCNP	10.1289	9.56197	10.8465	11.3657	9.70716	9.90362	10.1871	11.3118	7.78984	9.19741
PCNT	9.37835	9.3861	9.06953	8.64938	10.8641	10.8312	10.1039	9.89713	10.9826	10.8377
PCNXL3	11.7882	11.641	10.9088	10.8361	8.89223	8.05692	8.26502	8.81346	11.1106	9.68769
PCOLCE	10.8055	10.7565	10.6009	10.3946	7.33888	7.67739	7.4466	7.56391	13.6171	13.7986
PCSK6	11.2136	12.0414	10.1099	8.28859	7.5985	7.44677	9.94122	7.94362	11.7577	13.6587
PCSK9	11.5915	11.4267	9.08836	8.51226	6.24604	6.1507	7.4697	7.36812	16.487	15.6596
PCTP	8.85527	8.50086	10.245	11.1351	9.50126	10.3934	9.73869	9.93812	10.6559	11.0363
PCYOX1	10.0654	9.80129	10.5744	9.28194	9.87485	9.78741	9.00119	8.96079	11.6523	11.0004
PCYOX1L	10.4283	10.35	9.74875	9.28448	8.56824	10.1179	8.13732	9.63721	11.1734	12.5543
PCYT1A	8.95282	8.3033	9.83266	9.77476	10.5056	10.457	11.7511	10.9892	9.79906	9.63442
PCYT2	9.66224	8.28663	11.3975	10.8144	10.1339	10.0211	10.1176	9.86169	10.1587	9.54621
PDAP1	10.0581	9.48411	10.1623	10.3563	9.80792	9.20186	11.2097	11.0561	9.19036	9.47317
PDCD10	10.1841	8.2774	10.3426	10.6539	9.9798	10.3452	9.7082	11.0568	9.79815	9.65378
PDCD11	9.95135	10.0719	10.164	9.44029	10.5358	10.4961	10.6079	10.2247	9.41604	9.09182
PDCD2	9.05305	10.0712	10.2241	10.93	9.72212	11.3542	10.133	12.8889	7.20829	8.41524
PDCD2L	9.14229	8.48869	10.7297	10.2199	11.1567	12.227	11.6982	11.0743	7.58769	7.6755
PDCD4	11.5112	10.2901	12.8746	11.9971	9.32009	8.5957	9.71299	8.79457	9.04167	7.86196
PDCD5	10.2593	10.1536	9.33801	11.0902	10.4666	9.17864	10.9184	10.5632	8.78939	9.24272
PDCD6	9.20409	8.73227	10.2782	9.59542	10.0774	10.0109	10.3945	10.4287	10.7842	10.4943
PDCD6IP	9.91223	9.31804	10.2564	10.2288	10.4716	10.2044	10.4073	10.2707	9.69198	9.23854
PDCD7	10.6333	10.2437	9.4503	9.03956	9.0497	10.3676	9.99858	10.0901	9.92538	11.2017
PDCL	10.8656	10.8236	9.81145	10.1066	8.26012	8.11661	9.29822	9.61144	11.5884	11.518
PDCL3	10.2671	10.5892	9.42895	11.518	9.42774	9.92862	10.0782	10.8291	8.49949	9.43363
PDDC1	9.00166	7.60622	10.5623	9.69666	10.0254	11.4732	10.9626	10.9083	9.86661	9.89703
PDE12	9.52695	8.71002	10.5143	9.66275	10.7634	10.5209	10.4567	10.7218	9.68904	9.43405
PDE2A	9.05157	8.052	10.3205	10.5466	9.91081	10.5508	9.9369	10.7214	11.1111	9.79831
PDE3A	9.53018	9.37928	10.6748	10.768	10.9027	11.0316	9.82884	10.5613	8.65921	8.66417
PDE3B	11.3306	13.695	9.43205	10.2308	8.51785	9.38789	7.19636	7.90716	10.6464	11.656
PDE4A	10.0461	8.27401	11.0165	10.3836	11.0414	10.5635	10.0446	10.3169	9.51263	8.80086
PDE4B	9.97275	8.7709	11.8138	11.2532	10.5836	10.3703	9.34268	10.0132	9.30553	8.57399
PDE4D	9.48885	8.71311	10.3669	10.4889	11.5773	10.9391	10.277	11.4807	8.2583	8.4099
PDE4D	10.0629	8.58575	10.4552	9.98238	11.0107	10.3994	11.0231	10.1712	9.50037	8.80888
PDE4DIP	10.5855	10.0179	10.209	10.0337	8.69995	8.46776	9.61558	9.42594	12.0419	10.9027
PDE8A	10.2685	9.95389	11.7111	10.4935	9.3194	8.96816	9.43003	9.94456	10.1617	9.74917
PDE8B	11.1482	10.0712	10.6321	11.8197	9.88781	9.75145	9.1772	8.93238	9.32854	9.25128
PDF	9.18064	9.21085	8.13877	8.34876	12.4552	13.578	10.2789	10.6412	8.57336	9.59432
PDGFRB	10.4264	9.45972	10.5015	11.5816	10.3027	8.92719	8.63321	8.48582	11.5188	10.1631
PDHA1	10.6561	11.2103	9.84598	9.48697	9.78235	10.9262	9.0148	9.57807	9.6357	9.86354
PDHB	10.9914	11.6092	9.33333	9.19623	10.117	10.4944	9.9146	9.89366	9.26468	9.18543
PDHX	9.9952	10.7971	8.47496	8.31605	10.6258	10.571	10.1864	11.0429	9.71271	10.2779
PDIA3	10.2627	12.2572	9.23966	9.9886	9.49222	9.76875	8.82194	9.23183	10.0678	10.8693
PDIA3	11.1297	10.3667	9.38172	8.59008	11.0132	8.7405	9.28194	8.67475	11.6018	11.2196
PDIA4	10.5497	11.9512	9.73309	9.75632	9.56413	9.691	8.6303	8.79546	10.5557	10.7732
PDIA5	9.84345	9.64571	11.3099	9.89627	9.55459	9.28221	10.0262	9.48897	10.9966	9.95615
PDIA6	10.6148	10.8007	10.1779	9.41774	10.0533	9.2625	8.68647	8.68677	11.377	10.9229
PDK1	8.54218	7.95575	8.00904	7.55663	10.1107	10.2836	8.12821	9.04062	14.6299	15.7434
PDK2	12.6207	12.5372	9.9949	10.0408	8.82618	8.74741	5.8498	6.04047	12.6477	12.6948
PDK3	10.9405	11.0588	9.44938	8.73845	8.5717	8.81267	7.8803	7.94984	12.9203	13.678
PDK4	12.6667	12.2656	7.91638	8.82467	7.02136	6.01434	10.1298	10.1897	12.0648	12.9067
PDLIM1	10.0968	9.78511	9.75135	10.0776	9.87998	9.36578	11.0588	10.4843	9.61427	9.88603
PDLIM2	8.99031	8.38238	10.8834	10.5041	9.0986	9.66465	11.4865	11.6491	9.22529	10.1156
PDLIM3	8.71558	9.84158	7.25265	9.38997	14.0861	7.47661	12.4565	9.96389	11.5519	9.26516
PDLIM5	10.1074	9.51039	9.93215	10.0428	9.90008	9.90659	11.492	11.6083	8.76043	8.73992
PDLIM7	9.64562	10.5848	8.55152	10.1558	9.55955	10.34	10.7709	11.2739	9.14188	9.97614
PDP1	8.79013	9.27249	9.21269	8.82809	11.6757	12.5132	10.0205	10.6175	9.21076	9.85891
PDPK1	9.99911	8.76098	11.0367	9.84309	10.2678	9.8988	9.74904	9.24234	11.0955	10.1066
PDPR	9.41125	9.38175	8.60435	8.79886	11.4432	11.8597	9.66944	10.3718	9.87951	10.5802
PDRG1	10.8601	9.84355	10.5866	9.92334	10.3857	9.2942	10.6804	9.87178	9.36016	9.19422
PDS5A	10.495	10.8201	9.98383	9.80744	9.56338	9.24247	9.39262	9.22091	10.6148	10.8595
PDS5B	9.8528	10.631	10.6738	9.72271	9.75264	9.87467	9.47539	9.4927	10.2289	10.2954
PDS5B	9.96809	9.67989	10.6012	10.241	10.6373	8.80695	10.4405	9.53768	11.764	8.32341
PDSS2	12.5458	11.7532	9.52161	9.26244	9.46531	8.02227	9.67891	9.39725	10.5567	9.7965
PDX1	11.2895	10.3314	11.5642	8.29063	12.889	10.7424	8.09443	6.72763	10.6892	9.38166
PDXDC1	10.159	9.33657	9.83252	10.1134	9.17376	8.87378	11.2161	11.1104	10.3029	9.88161
PDXK	8.95482	8.0495	10.2569	10.9836	10.443	10.7441	11.0951	11.4353	9.08836	8.94934
PDXP	9.28064	7.89345	11.1432	10.3204	10.948	9.73016	10.0481	9.8008	10.9572	9.87802
PDZD11	9.73526	10.8432	9.45258	10.6848	9.74812	11.0075	9.35326	10.0032	9.20484	9.96724
PDZD8	9.98612	9.68287	9.77692	10.4941	8.71783	11.8149	10.6082	9.28512	8.30028	11.3337
PEA15	9.96244	9.33825	9.69487	10.2815	8.77652	9.53235	11.3507	11.0326	9.74547	10.2853
PEAK1	10.7014	11.1404	9.22434	9.62975	8.74139	8.90611	9.43784	9.11751	11.8033	11.2981
PEBP1	9.1562	10.1123	11.1135	10.83	11.1043	10.0715	10.3618	10.4546	8.71254	8.08317
PECR	9.96745	9.88957	7.6693	7.81814	8.71291	8.23879	11.849	12.2098	12.2168	11.4283
PEF1	9.598	8.45548	12.1814	9.36919	11.6474	9.80584	10.4229	9.83468	9.64273	9.04228
PEG10	12.1122	10.632	10.713	10.2123	9.1521	9.05311	9.44388	9.06944	10.3172	9.29477
PEG10	13.2792	14.4339	9.86341	10.8195	7.12671	7.75823	8.38024	9.13916	8.12248	11.0772
PELI2	8.80995	8.94935	10.3234	9.64645	10.9865	10.5667	11.1124	11.4773	9.41225	8.71582
PELO	9.77945	9.00195	9.87052	10.1594	10.414	10.5793	10.0431	10.3651	9.74087	10.0464
PELP1	9.62083	9.71781	10.7736	8.85295	10.6687	10.1333	10.7807	9.60878	10.7391	9.1043
PEO1	9.21436	10.539	8.17614	9.38459	12.7259	13.9478	10.0075	11.4155	7.14006	7.44923
PEPD	10.0797	8.95051	11.0687	10.7693	10.2321	9.95417	10.2286	10.4114	9.48371	8.82177
PER1	11.5601	11.9114	11.1003	11.0543	8.97617	8.60088	9.00869	9.09465	9.32826	9.36525
PER2	9.08667	8.05305	9.22097	8.99694	11.094	12.0354	12.356	12.1277	7.16356	9.86568
PES1	9.6988	9.3792	9.89487	9.65308	10.9151	10.6011	11.4112	11.2316	8.60295	8.61213
PET100	15.5073	12.9612	11.5301	9.12483	9.16444	7.38438	6.80607	5.26666	12.1332	10.1218
PET112	10.8747	10.8172	10.2853	9.66959	8.09628	9.16983	11.3835	11.0916	9.46569	9.14626
PEX1	10.6978	10.1941	8.65736	8.74259	9.8882	9.18049	9.5302	9.33173	12.0098	11.7678
PEX10	8.00943	10.4464	8.8933	13.3273	10.3668	10.0501	9.5002	9.41504	9.14467	10.8468
PEX12	10.6026	10.5723	9.6337	7.91619	8.6775	9.52179	9.06826	10.0333	12.4134	11.5609
PEX13	11.0934	11.1572	7.06847	8.13629	9.5557	10.1215	8.72595	8.26796	11.4995	14.374
PEX14	10.6296	11.3142	8.78632	8.07229	9.20685	9.73874	9.61175	9.37828	11.7818	11.4802
PEX19	10.2549	10.8633	7.96035	9.19084	9.20315	9.74053	9.5242	10.615	10.133	12.5147
PEX2	10.4915	10.2192	8.50806	8.59184	10.5125	10.1997	7.99819	9.217	11.9266	12.3354
PEX3	10.9891	10.7056	9.62348	9.18159	9.56577	9.74041	7.91937	8.58574	11.2427	12.4463
PEX5	9.66825	9.03298	10.9105	11.5752	10.1543	10.0405	10.9121	10.8871	8.37379	8.4452
PEX6	9.71462	9.96775	8.73748	9.0692	10.0333	10.6273	9.79534	10.1288	10.9031	11.0231
PEX7	10.5125	10.5749	9.14441	11.2674	9.10936	10.1586	8.81043	9.25176	10.4046	10.766
PFAS	9.19276	8.57691	10.6821	10.9292	10.885	10.8949	10.4112	10.7671	9.0206	8.64016
PFDN1	9.62397	10.7506	9.67564	11.9275	8.96096	10.8845	9.62352	10.4736	8.14322	9.93642
PFDN2	9.20748	10.1135	10.2292	10.3158	10.4237	10.3786	10.5941	11.2386	8.68378	8.81525
PFDN4	9.20579	9.88267	9.02814	11.2884	10.0451	10.2724	9.92797	11.2843	8.47696	10.5884
PFDN5	10.8824	9.39168	10.5484	10.8689	10.6794	10.2277	10.4102	10.0184	8.65095	8.32202
PFDN6	10.7377	9.27402	11.2649	11.0431	10.2177	10.1451	10.1552	10.4697	8.0824	8.6103
PFKFB2	9.75773	8.57793	9.86285	10.4623	10.4248	10.1477	10.3641	10.7801	9.77443	9.84801
PFKFB3	8.50245	8.54376	10.7234	10.5841	10.9825	10.7275	10.7261	10.4291	9.52778	9.25329
PFKL	8.73529	7.7205	10.0839	9.74901	10.4778	9.9453	9.881	9.75351	12.1212	11.5325
PFKM	10.2295	8.94223	11.0607	10.8862	10.3913	10.0608	9.53587	9.65304	9.87651	9.36384
PFKP	8.933	8.05038	9.51554	10.2254	10.0188	10.2682	10.2716	10.87	10.9461	10.901
PFN1	9.46363	9.98152	10.3031	11.6689	10.5051	10.3263	10.1672	9.92115	8.85439	8.80862
PFN2	9.32206	8.86844	9.9911	11.2706	10.6047	9.70151	10.5714	9.70171	10.1278	9.84079
PFN2	9.44172	8.86414	9.98112	11.7404	9.48486	9.8275	9.79783	10.7115	9.91059	10.2404
PGAM1	8.62189	8.30483	10.6014	10.936	10.0697	10.283	9.73974	10.0997	10.8513	10.4924
PGAM5	10.9839	12.8996	9.49173	10.1691	9.70772	11.0393	7.34778	7.87061	9.64929	10.8409
PGBD3	8.20656	9.03482	9.33766	9.9489	10.7078	10.8556	9.83093	9.8146	10.7727	11.4905
PGD	9.42626	8.62184	10.3152	10.7571	10.7741	10.3786	10.318	10.1314	9.80738	9.47009
PGGT1B	8.67844	7.92636	10.1025	10.6711	10.9971	11.5106	10.3269	11.1441	9.42002	9.22278
PGK1	8.46529	9.01856	9.90207	10.5894	9.99141	10.2819	9.97655	10.1315	10.98	10.6634
PGLS	8.49712	8.01956	11.1121	11.3007	11.187	10.9854	11.1026	10.987	8.51094	8.29764
PGM1	9.45416	8.70423	10.4663	10.8706	10.1703	10.1969	9.90914	10.2672	10.1531	9.80809
PGM2	9.25067	8.23688	11.3981	10.4017	11.0631	10.0997	10.4713	10.3655	9.96626	8.74673
PGM2L1	8.99208	9.02782	10.5223	10.8455	10.0208	10.8654	9.27948	10.0657	9.98531	10.3956
PGM3	9.0684	8.05762	11.2759	10.8295	9.9447	9.7485	10.9735	11.2026	9.74705	9.15224
PGM5	9.77132	10.4959	9.50317	9.98567	9.12878	10.0466	9.65335	10.1118	10.4449	10.8584
PGP	10.0502	8.89956	11.3269	11.0667	10.2562	10.1423	9.93026	10.3201	9.33893	8.66888
PGPEP1	7.50777	5.80736	10.8289	8.2229	12.4471	11.0652	10.127	10.8013	12.6407	10.5518
PGRMC1	10.2285	12.4491	8.94462	9.92495	8.83339	10.0182	7.81363	8.57899	10.7756	12.433
PGRMC2	10.1239	10.4183	10.7139	10.1379	9.6975	9.95784	8.84981	9.19276	10.608	10.3001
PGS1	10.4074	9.41467	9.16012	9.31317	11.377	11.0163	9.58071	10.4361	9.58307	9.71149
PHACTR4	8.90503	8.62218	9.75135	10.1945	11.187	11.593	10.8315	10.8067	8.89268	9.21605
PHAX	9.5829	10.4402	9.77129	10.0491	10.1712	9.88507	10.5976	9.98565	9.65277	9.86426
PHB	10.8118	12.6607	10.4622	10.3184	10.4889	10.43	8.24054	8.20442	9.11143	9.27162
PHB2	11.1167	11.2065	10.5601	10.1485	10.7133	10.4932	8.07814	8.15378	9.88007	9.64974
PHC1	10.4427	11.0996	9.58722	9.87723	9.54129	9.3461	8.73584	8.97134	11.156	11.2427
PHC2	9.48437	10.165	10.2848	9.93848	9.58774	10.0825	10.0358	10.2828	10.0623	10.0762
PHC3	9.60674	10.5	8.90593	9.6669	10.1498	10.7092	9.74325	10.2024	10.3115	10.2043
PHF1	9.15783	9.60028	9.27289	9.25127	9.56469	9.34785	9.68371	9.65531	11.7054	12.7608
PHF10	10.8872	11.7397	9.62769	10.327	9.72643	9.56897	9.52775	9.13144	9.63136	9.83247
PHF12	10.2751	9.72982	10.856	10.385	9.32525	8.73704	9.86779	9.00208	11.3801	10.4418
PHF13	10.4261	11.2338	8.95933	10.9259	8.72831	7.66858	10.1519	10.8153	11.0599	10.0309
PHF14	10.719	10.9594	10.1084	9.43381	10.4233	9.36404	10.0837	9.28859	10.2172	9.40258
PHF14	10.403	10.6171	10.5998	9.27108	9.54157	10.1227	11.215	9.12437	10.067	9.03847
PHF19	11.6872	12.4901	11.6885	11.3508	7.48296	8.72472	8.61471	8.2413	9.6451	10.0745
PHF2	9.60584	10.0922	10.5856	9.87113	10.0669	10.4359	9.76394	9.28667	9.69792	10.5939
PHF20	9.46994	9.88312	9.00464	9.27735	11.2323	10.8464	10.4874	10.6635	9.6326	9.50282
PHF20L1	11.352	11.4399	10.2455	9.8979	9.96255	9.6845	9.13402	8.54542	9.83937	9.89888
PHF21A	10.1776	10.8043	10.1468	9.75338	8.92554	9.6147	9.06728	9.02118	11.2546	11.2346
PHF23	10.8871	11.4932	10.6097	9.66747	9.3867	8.49977	10.0392	9.21747	10.2659	9.93343
PHF3	10.9984	12.465	10.0995	9.88341	9.69671	9.36635	9.82501	9.35081	9.22271	9.09212
PHF5A	10.6892	11.8855	9.52108	10.066	9.87353	9.34531	9.80503	9.54856	9.42313	9.84255
PHF6	10.0471	10.4725	10.2985	10.9301	9.1669	9.59246	9.43227	9.57604	9.88439	10.5998
PHF8	10.6769	11.0783	9.92759	10.39	8.38834	9.80685	10.5834	10.2438	9.29324	9.61153
PHGDH	7.35608	8.27482	9.99841	10.3373	11.1704	10.6517	12.6418	12.7142	8.53135	8.32385
PHIP	10.6314	11.8444	9.91752	9.8059	10.2826	9.74901	8.99102	8.90169	9.99464	9.88188
PHKA1	9.82169	8.73572	10.6443	10.5082	9.8672	10.1283	9.96819	10.2012	10.1611	9.96397
PHKA2	9.71106	8.2643	10.655	10.1387	10.7365	10.6317	10.019	9.73579	10.394	9.71386
PHKB	9.73716	8.80386	10.241	10.8829	9.9685	10.3721	9.48574	9.8358	10.2163	10.4567
PHKG2	9.33358	8.80868	9.86582	11.5107	10.2006	10.4181	10.4716	9.9157	9.73565	9.73961
PHLDA1	7.22072	8.48709	7.24469	7.96826	12.4334	11.92	10.6838	13.1774	9.87031	10.9943
PHLDA2	10.6489	8.3699	7.89992	7.57515	9.24561	8.85252	12.2038	11.0256	12.3695	11.8091
PHLDB1	10.5137	11.1023	10.1878	10.7353	8.95025	8.92714	8.98184	8.64797	10.7635	11.1902
PHLDB2	9.71348	10.7918	9.13092	9.34299	9.826	9.89937	10.0287	10.0864	10.3931	10.7873
PHLDB3	8.22999	7.37751	9.08745	8.32303	12.3675	10.4628	10.3483	9.50551	10.6715	13.6265
PHLPP1	10.5456	10.7439	10.7197	11.6192	8.11463	8.80855	9.48836	9.59685	10.5682	9.79499
PHPT1	9.07512	9.61187	10.6166	11.951	10.2866	10.749	10.0598	10.6881	8.33547	8.62644
PHRF1	10.3439	12.0371	9.0158	10.0574	9.2522	9.98618	9.7758	9.80015	9.31391	10.4176
PHYH	10.3049	11.032	8.70172	8.78338	7.74725	8.3849	7.18498	7.75744	15.0155	15.0879
PI4K2A	10.5539	9.78285	10.6001	9.51157	9.18841	8.84906	8.63595	8.61313	12.3008	11.9642
PI4K2B	10.1706	9.59306	10.1806	10.3775	9.82183	10.2432	9.67725	9.27922	10.3687	10.2881
PI4KA	10.1569	9.76053	10.1059	10.1534	9.33448	9.51292	9.71163	9.93259	10.5703	10.7613
PI4KB	10.8041	9.86236	10.4549	11.011	9.26959	9.34183	9.66727	9.73118	9.91001	9.94782
PIAS1	12.3973	11.017	10.7986	10.3196	8.72468	8.57474	8.80794	8.27346	10.4158	10.6709
PIAS2	9.25948	8.65991	10.5703	9.88818	9.78121	9.18809	9.99097	9.51462	11.7313	11.4159
