Gene Symbol	1.ctrl	2.ctrl	3.dox	4.dox	5.acti	6.acti	7.fccp	8.fccp	9.mb	10.mb
BAZ2B	11.9634	12.5024	10.591	10.1263	9.52518	9.50528	9.04736	8.60049	9.13579	9.00286
BBS1	9.10098	8.1953	9.79791	10.0064	9.1387	9.32228	11.4936	10.5405	10.5965	11.8078
BBS10	8.84882	8.72986	9.04368	10.1107	10.0807	8.74701	9.3819	11.1019	12.4821	11.4733
BBS2	9.44785	8.73408	9.37492	9.59323	9.87741	9.38401	10.4156	10.5608	11.1302	11.4819
BBS4	10.7915	10.1712	8.31957	8.91525	8.16343	8.46561	10.1661	10.5883	11.8285	12.5905
BBS7	10.373	8.43421	8.11266	9.71504	10.5587	10.1553	10.6735	12.2422	10.2022	9.53325
BBS9	11.7136	8.98209	9.66026	10.8343	8.98591	7.86905	9.54977	10.3688	9.59114	12.4451
BBX	10.1595	10.7547	9.71003	9.31356	9.66815	9.11703	9.6561	8.85731	11.4261	11.3375
BCAM	10.5358	11.2342	9.26432	10.6069	8.81759	9.8051	8.21026	9.14793	10.5882	11.7898
BCAP29	8.55355	12.4044	7.92416	8.79293	7.71092	9.27744	8.24727	9.18855	12.9123	14.9885
BCAP31	10.137	13.4652	8.26273	9.54791	9.00042	8.85909	8.29289	8.77932	11.5097	12.1457
BCAR1	10.495	10.0431	9.86893	11.0944	8.74568	9.02964	9.2729	9.94369	10.573	10.9336
BCAR3	8.63576	8.19226	9.31474	9.63791	10.1925	10.5307	11.2204	11.7169	10.2415	10.3174
BCAS2	10.3053	11.3394	9.26927	9.65072	9.81048	9.72758	9.72303	9.4091	10.4942	10.2709
BCAS3	9.38162	9.24112	10.4181	10.237	10.41	10.7137	10.4793	10.3864	9.32643	9.4064
BCAS4	11.9388	10.5552	10.7926	10.4653	10.3759	9.98678	9.55635	9.89368	8.39525	8.04016
BCAT1	8.32732	7.08527	9.87492	10.9187	11.2343	11.3176	11.4442	12.889	7.8012	9.10751
BCAT2	10.5024	10.211	8.93468	8.51331	10.4696	11.5523	10.3704	10.4404	9.41276	9.59316
BCCIP	9.80951	8.77398	10.2741	10.579	10.3526	9.87198	11.232	10.2705	9.08153	9.75472
BCCIP	8.9475	8.62898	11.052	10.0633	10.9927	10.2973	11.5665	10.5772	9.30301	8.57151
BCDIN3D	9.90757	8.83698	10.7556	9.26029	10.8181	10.8361	10.4039	11.3881	8.89161	8.90175
BCKDHA	9.77791	11.1198	9.70258	8.09618	10.371	10.2228	9.46137	9.96344	10.6884	10.5964
BCKDHB	11.4478	11.5186	8.95168	8.72023	10.0606	10.8227	9.64222	9.82902	9.37386	9.63328
BCKDK	10.9667	10.4626	10.4618	9.75926	10.1372	10.6685	8.40998	8.70704	10.0487	10.3783
BCL10	9.36568	10.9253	10.3895	9.99861	11.0024	9.85725	10.0659	9.6869	9.88927	8.81925
BCL2L1	10.3027	10.0769	10.7313	8.08895	8.88214	8.8599	13.618	11.5914	8.4447	9.40415
BCL2L12	10.1999	9.60759	10.747	9.65175	9.49408	9.97415	10.2699	10.1338	10.0097	9.91208
BCL2L13	10.2602	10.4335	8.4409	8.71537	9.39579	10.2786	10.265	11.3997	10.1292	10.6817
BCL2L2	10.1752	10.3225	10.2038	9.70901	10.251	10.0277	9.87214	9.34539	10.242	9.85124
BCL3	7.90632	7.99469	10.4592	10.4955	8.10447	9.93809	8.52493	10.9681	12.2602	13.3485
BCL7C	10.5947	10.3589	10.1751	9.82623	9.28031	9.19031	9.06914	8.33339	11.8422	11.3298
BCL9	9.29205	10.1063	10.3282	10.3518	9.68008	9.52939	9.4149	9.65644	10.7291	10.9117
BCL9L	10.1766	10.5772	9.77328	9.61094	9.74594	8.95917	10.0404	8.87916	11.2393	10.9979
BCLAF1	9.95001	11.3271	10.0971	10.0495	9.93117	9.60737	9.95779	10.3002	9.15272	9.62699
BCLAF1	11.3461	11.2624	10.7363	9.81837	9.42926	8.69425	9.56291	9.01711	10.0263	10.1071
BCOR	12.9814	14.4505	10.5663	10.5166	7.31187	7.33819	9.71452	9.01818	9.11353	8.98882
BCORL1	10.978	11.469	9.79139	10.2484	9.16404	8.90008	9.42301	9.50699	10.3459	10.1732
BCR	9.93711	9.11259	10.0454	10.37	10.0996	9.93126	9.68667	9.70885	10.6592	10.4493
BCS1L	9.44966	8.48615	9.06912	8.63396	12.0997	13.1291	9.68398	11.1931	8.76464	9.49059
BDH1	10.3197	10.9641	8.94959	8.78977	9.66347	10.7939	11.0294	11.0631	8.81806	9.60897
BDH2	10.3165	8.67284	11.1012	10.8147	10.6417	10.0836	9.1296	9.04735	10.6126	9.57987
BDP1	9.71648	10.869	9.72295	8.02639	11.6805	11.1643	10.1913	10.3353	8.84555	9.44826
BECN1	9.29829	10.1556	10.2702	9.97628	9.84258	10.3163	10.6554	9.6376	10.3914	9.45634
BEGAIN	11.2027	11.2947	10.5198	11.063	8.52561	8.83284	8.57604	9.20458	10.0002	10.7805
BEND3	10.6166	10.8571	10.5979	9.40442	9.51229	9.80354	10.492	10.3142	9.22907	9.17275
BET1	9.53336	10.3359	10.2295	10.2784	9.25103	10.0146	9.58081	9.6789	10.2744	10.8231
BHLHE40	9.70311	10.756	10.7535	11.6938	8.59519	8.4071	8.33555	8.67608	11.0465	12.0332
BICC1	8.23901	9.2816	11.1959	10.1279	9.72799	9.35248	11.4672	11.3746	9.80319	9.43003
BICD1	9.88477	9.86758	9.18914	9.71182	9.88648	10.4281	10.4842	10.7882	9.97957	9.78019
BICD2	10.4999	10.2692	9.89216	10.0057	10.3085	10.1006	10.8481	10.5321	8.93865	8.60512
BID	9.16234	10.3805	10.5434	11.5547	9.30879	11.0126	9.83271	10.0969	8.18868	9.91933
BIN1	10.1879	9.04761	9.90734	10.4916	10.1706	9.22484	10.8015	10.572	10.1027	9.4939
BIN3	10.4442	8.54017	10.4462	9.36014	10.5873	9.63406	11.135	9.94647	11.1565	8.75002
BIRC2	10.2348	8.59174	9.44144	12.0227	9.49265	8.45668	10.18	9.0766	11.6943	10.8091
BIRC5	10.316	11.9945	7.78508	9.2766	6.36784	7.64522	7.39223	7.23016	14.7949	17.1975
BIRC6	10.7146	9.49933	9.49948	9.54185	9.89557	9.60588	10.7983	10.5998	10.4053	9.43988
BLM	9.51585	10.6581	8.58579	9.30365	6.97366	7.4804	7.3656	7.95796	15.7244	16.4346
BLMH	9.50983	9.26049	10.7411	10.4266	10.3784	10.3028	10.2106	10.0962	9.6691	9.40486
BLOC1S1	10.4588	7.8139	12.3584	8.35344	11.9056	8.05478	10.9314	8.31835	12.2049	9.6005
BLOC1S2	9.64359	9.58763	9.92916	10.6246	9.90055	10.272	9.46694	9.4182	10.9355	10.2219
BLOC1S3	10.0468	9.40013	9.876	9.6886	11.1994	11.7134	10.2462	9.41511	8.63426	9.78014
BLOC1S4	8.72497	8.07897	10.3853	11.3548	10.1945	10.1907	10.3443	10.7762	9.5769	10.3734
BLOC1S5	8.87145	8.86327	10.0974	9.37894	11.3732	10.7077	10.1188	10.985	9.6132	9.99099
BLVRA	8.68787	7.86467	12.7007	12.0647	9.60034	10.5898	9.85663	11.2503	8.74697	8.63801
BLVRB	8.60745	7.86898	10.9579	10.7541	10.5696	11.3225	10.1278	10.8778	9.78732	9.12641
BLZF1	10.2543	10.5356	9.18198	9.90576	8.8928	9.28292	9.49167	9.13936	11.8986	11.417
BMP1	11.418	12.0162	9.47715	9.62928	8.25143	8.5498	7.66498	8.15598	12.3446	12.4925
BMP2K	9.9722	9.57814	9.18662	9.52118	9.23153	9.09209	9.69711	10.297	11.5895	11.8346
BMPR1A	11.6496	12.4822	10.467	9.68039	7.8417	7.95039	9.18159	9.03482	10.5934	11.119
BMS1	9.90164	10.7048	9.60275	8.7691	11.0875	10.5435	11.1266	10.1945	9.23432	8.83536
BNIP1	10.7534	11.5413	9.23044	8.43586	10.8665	10.743	9.23312	9.21913	9.0468	10.9304
BNIP2	9.79792	7.20293	10.2362	9.17546	11.9102	9.40932	13.2399	10.8356	10.0094	8.18313
BOD1	10.0567	12.0619	10.0725	12.6035	6.76856	9.09867	9.55535	11.7055	8.02419	10.0531
BOD1L1	11.2676	13.1528	9.58992	10.0451	9.23782	9.30422	8.68421	8.95063	9.5228	10.2448
BOK	10.1347	7.88559	9.63391	9.48776	9.78622	9.6879	8.11857	8.53527	12.9764	13.7536
BOLA1	8.73693	9.4513	10.6811	12.2306	9.27163	9.61399	9.53374	9.6372	10.315	10.5285
BOLA2	9.04093	8.95803	10.7873	11.5695	10.5303	11.0968	10.7905	10.6999	8.22018	8.30668
BOLA3	11.5755	11.9711	8.64776	8.50275	9.91302	9.12581	11.9041	10.074	9.18321	9.10281
BOP1	9.95678	10.4951	9.81129	10.1896	10.4649	10.9809	10.3745	10.4067	8.45442	8.86584
BPGM	8.36613	8.40336	10.2302	10.6061	10.5276	11.2512	9.23556	10.2217	10.5763	10.582
BPHL	10.2635	9.67192	9.71318	8.57444	11.6404	10.9699	10.5187	10.5974	9.09494	8.95557
BPNT1	8.75672	8.17059	11.1564	11.0303	10.327	10.4471	9.83723	9.95483	10.5425	9.77725
BPTF	11.0423	11.8028	10.2359	9.50515	9.91157	9.45045	9.25512	8.74022	10.2866	9.77001
BPTF	14.1334	9.32708	10.2141	10.3036	10.3228	8.36456	9.38077	7.77283	11.2019	8.97891
BRAF	10.0192	8.62919	11.2386	10.0644	10.1031	10.5874	9.99708	10.1704	9.86697	9.32372
BRAP	8.5486	8.0873	10.6627	10.5354	10.4888	10.349	10.7307	11.1889	9.86934	9.5393
BRAT1	10.2116	9.22514	13.1488	11.9212	8.73785	9.56876	9.36722	9.69612	9.44326	8.67996
BRCA1	9.17255	10.2148	8.77967	8.93611	7.20529	7.32272	8.39211	8.30426	15.7251	15.9475
BRCA2	9.62223	9.54103	9.67721	10.1295	9.25392	9.74334	9.08381	9.49912	11.4915	11.9584
BRCC3	9.40873	8.94883	10.7684	10.3412	10.3533	10.0867	9.80673	10.4434	10.2148	9.62787
BRD1	9.769	10.2179	9.85772	9.44682	10.2503	10.2236	10.1471	9.79489	10.2437	10.0488
BRD2	11.1187	11.4404	10.2076	9.86238	9.60029	9.23112	10.4835	9.80057	9.12377	9.13175
BRD3	10.7801	12.2662	10.2417	10.9094	8.61267	8.48635	8.55207	8.5135	10.6744	10.9636
BRD4	11.0082	12.1332	9.86456	9.47374	9.31485	9.12462	9.62217	8.97618	10.4348	10.0477
BRD7	10.8149	11.9614	9.6825	9.70574	9.50305	9.53943	9.02584	9.01688	10.1783	10.5719
BRD8	10.6609	12.4178	9.6873	10.5322	9.30761	9.8637	8.75879	10.0805	8.59097	10.1002
BRD9	10.0408	10.6255	9.81155	8.75354	10.4587	10.2801	11.0349	10.4793	9.59663	8.91889
BRE	9.57391	9.52317	10.5969	10.5575	10.3442	10.26	9.93705	10.5723	9.65893	8.97602
BRF1	10.4401	9.60461	10.3826	11.9318	10.4407	10.5939	11.6252	11.1196	7.05077	6.81077
BRI3BP	11.1196	9.06212	8.2674	7.90433	16.7898	8.56431	5.74236	6.57393	9.95058	16.0256
BRIP1	10.2622	10.5014	9.95276	11.2666	7.98833	8.03919	8.79054	9.12699	11.6877	12.3844
BRIX1	9.77088	10.0058	10.0616	9.19851	11.1998	10.9855	12.2992	11.4395	7.7078	7.33133
BRK1	9.36549	9.52012	7.04292	9.17078	9.07417	10.7334	9.948	10.8423	11.5114	12.7914
BRMS1	9.61268	10.3596	9.03738	10.1484	10.2981	9.95941	9.79991	10.2917	9.91048	10.5823
BRMS1L	11.0954	10.5135	9.6161	8.93427	9.66908	9.28027	9.61409	8.37252	12.1716	10.7332
BROX	9.89277	9.80918	12.6022	11.5686	9.47819	9.96578	9.8107	10.3639	8.43407	8.07467
BRPF1	10.3463	11.5745	10.1671	10.1979	9.62655	9.38577	9.26765	10.124	10.0304	9.27977
BRPF3	10.6104	11.1886	9.61927	8.8892	7.67807	8.49877	9.25508	8.2406	13.3893	12.6307
BRWD1	11.2352	11.2552	10.3036	9.64799	9.77048	9.73706	9.37014	9.59031	9.16145	9.92857
BSDC1	9.52905	9.34571	9.22944	9.86178	10.1608	10.1964	11.8787	11.4735	8.96274	9.36191
BSG	9.3883	9.58049	10.1829	9.97517	9.28046	9.69611	8.9464	9.39762	11.703	11.8495
BST2	14.0275	12.8899	10.0415	8.70021	8.66432	8.05207	7.75763	6.80755	12.1687	10.8906
BTAF1	8.8715	8.80851	9.84155	9.75316	10.5585	10.3896	10.6464	10.3844	10.4011	10.3453
BTBD1	11.5629	10.3087	10.3063	9.33733	8.83043	7.60023	9.6331	9.30267	11.9236	11.1947
BTBD10	9.62897	8.93237	9.3592	8.94868	10.4996	9.96162	11.2968	11.1652	10.2128	9.99477
BTBD2	10.7927	10.0812	10.3546	10.1294	9.28963	8.51117	9.78471	9.73639	10.7272	10.593
BTBD3	11.1018	11.6386	9.74379	10.4913	11.7489	8.73949	8.83897	9.20734	9.54897	8.94079
BTBD9	9.54652	8.29817	9.14511	10.6458	11.0184	10.4329	10.1774	10.8642	9.9988	9.8727
BTD	10.1163	12.0021	8.64977	10.4373	10.1828	10.6454	7.35152	7.3011	11.2095	12.1043
BTF3	9.45597	9.09569	10.416	10.3738	11.5218	11.4976	10.8227	10.8482	8.20262	7.76561
BTF3	11.0564	11.808	9.88938	10.2339	11.9591	9.87244	9.76773	9.97686	8.49763	6.93857
BTF3L4	8.33567	9.14507	9.26621	10.1217	10.5244	10.294	11.3874	11.9473	9.71203	9.26626
BTN3A2	11.7866	11.4415	12.1979	9.57145	9.18532	8.51564	8.84253	6.9492	10.5113	10.9985
BTN3A3	9.89466	12.0224	9.78139	10.6384	8.62698	10.0833	7.57957	9.12473	9.97261	12.276
BUB1	10.1235	10.2123	8.52806	8.54641	7.77161	7.0761	7.46315	6.89012	17.4655	15.9233
BUB1B	9.41269	8.68384	9.39142	9.40535	8.54896	8.76075	8.7168	8.83831	14.4263	13.8156
BUB3	10.0395	9.9361	9.9158	10.3792	9.90963	10.0881	10.0455	9.86594	9.90168	9.91848
BUD13	10.608	11.0174	9.2775	9.1925	9.94632	9.75233	9.88852	9.61412	10.1527	10.5506
BUD31	8.36886	8.51786	9.10908	9.54186	10.7219	10.3389	12.2236	12.6358	9.34568	9.1965
BYSL	10.1823	9.63712	10.5642	9.57795	11.0663	10.5065	11.2752	11.1237	7.97946	8.08731
BZW1	10.733	9.59308	10.3253	9.60734	10.0066	9.48052	10.2007	10.0783	10.3042	9.67091
BZW2	10.6435	8.58556	11.5234	10.7803	9.66487	9.38574	9.89799	10.0633	9.96142	9.4939
C10orf118	10.5597	10.4228	10.2397	9.13688	9.34189	8.91775	9.8363	9.6418	11.0751	10.8281
C10orf32	10.989	10.6222	9.86544	10.22	10.5612	8.93292	9.53379	9.33409	9.60656	10.3348
C10orf76	9.53038	9.06526	10.9593	10.1011	9.7282	9.03338	10.8055	10.6266	10.3034	9.84694
C11orf48	10.8495	8.67253	11.2281	9.18428	11.7354	10.6334	10.8991	11.2295	7.37378	8.19452
C11orf49	11.362	10.5005	9.7944	12.0239	7.90316	9.20867	10.0839	10.7827	8.64654	9.69426
C11orf54	8.53499	7.60747	9.89858	10.6231	11.837	11.3679	11.3882	11.9044	8.44329	8.39502
C11orf68	9.07597	7.60123	10.8575	10.2793	10.364	10.0834	11.5226	11.5219	9.51502	9.17911
C11orf73	9.58701	7.6707	12.5869	9.40765	9.66275	9.73148	10.9236	10.6811	10.2145	9.53436
C11orf83	10.8803	12.2898	7.02828	6.34313	11.6035	13.8595	6.07753	6.49235	12.1996	13.226
C11orf84	9.89685	11.6647	8.65505	9.8652	9.08176	8.95675	10.0096	9.19667	10.2857	12.3877
C12orf10	8.63149	8.40447	10.8026	10.2316	11.0243	10.9653	11.122	11.1623	9.02169	8.63433
C12orf23	9.41061	9.25646	12.1362	10.8794	9.21331	9.3397	9.95412	9.87279	10.4288	9.50863
C12orf29	9.96783	8.48866	10.6023	11.0421	10.9295	10.5161	11.4021	10.8626	8.18052	8.00835
C12orf4	9.25786	7.70611	10.1542	9.1037	10.3798	10.5601	12.6024	10.7253	10.0214	9.4891
C12orf43	10.4513	10.668	10.2951	9.5164	10.1992	9.6706	10.2446	9.55879	9.88405	9.512
C12orf45	11.5341	11.3228	9.75825	9.93448	10.155	9.93382	11.0646	10.5168	7.38534	8.39471
C12orf57	10.5311	9.44525	9.41895	10.732	8.5341	9.46614	12.3533	12.664	8.02105	8.8341
C14orf1	11.0013	9.26448	11.96	9.73765	9.10534	7.83021	7.51976	7.63488	13.7085	12.2379
C14orf119	10.8405	10.2894	9.72151	10.5766	9.50704	8.40032	10.3751	10.2165	10.3234	9.7496
C14orf142	7.91124	9.51506	8.36349	10.2671	9.60877	12.0046	10.6865	10.7055	7.81969	13.1181
C14orf159	9.8092	9.89854	9.16142	9.36864	11.1839	11.4152	10.0997	10.7277	9.00107	9.33462
C14orf166	9.96398	9.24046	10.7099	9.8653	10.3192	9.83132	10.7861	9.88923	9.87192	9.52251
C14orf80	11.0696	9.22827	10.398	11.3241	8.60448	9.36684	9.36375	9.5035	11.0119	10.1296
C15orf39	8.54744	8.94783	10.268	9.65209	10.178	9.77364	11.5956	11.1599	9.70492	10.1726
C15orf40	8.88827	9.60889	9.64572	11.2173	10.3491	10.1187	10.5049	10.7272	9.04214	9.89777
C15orf52	10.2523	10.2505	10.273	10.4116	9.38649	10.3989	10.133	9.3644	9.85027	9.67946
C15orf57	10.4635	11.6678	11.2645	10.9489	7.35005	7.07346	9.42486	8.86667	11.2589	11.6813
C16orf13	9.22943	8.85522	9.69804	11.6931	10.7642	10.1876	10.4881	11.007	8.78349	9.29391
C16orf58	10.884	9.37353	10.2203	9.25927	11.9291	9.61198	9.62776	9.40156	8.87608	10.8165
C16orf59	8.56269	8.36338	10.4272	11.059	10.5704	9.75783	10.8592	9.78824	10.1349	10.4771
C16orf62	10.0644	8.69465	10.5498	10.0067	10.0736	9.70221	10.268	10.5258	10.2368	9.87806
C16orf72	8.57808	9.32173	9.39274	10.2267	10.0364	8.136	12.3135	11.908	9.51931	10.5675
C16orf80	9.89765	9.40197	11.4331	10.115	9.90518	9.3444	10.4582	9.47277	10.1119	9.85978
C16orf89	9.25629	7.59047	8.92055	7.83457	10.3262	11.8059	10.5187	11.1681	11.3658	11.2135
C17orf59	9.31779	11.2626	8.03658	9.98231	10.0228	10.3224	9.17425	10.4406	9.9046	11.5361
C17orf62	10.9844	9.91309	10.3629	9.44286	9.70228	9.41779	8.82483	8.40005	11.1765	11.7752
C17orf75	9.65147	9.3894	10.5051	9.97537	10.602	10.9307	10.5752	10.4767	9.06867	8.82547
C17orf80	8.75111	10.0605	8.01596	8.84617	12.096	12.2324	9.65699	10.2848	9.32343	10.7326
C17orf85	10.4231	11.2286	10.337	9.87709	10.33	10.0426	10.3664	9.81985	8.71283	8.86246
C17orf97	8.29444	10.981	7.24461	9.09772	10.3162	11.6844	9.50068	11.24	10.0082	11.6328
C18orf21	9.96176	10.5052	8.76375	9.43508	10.7966	10.6584	10.1074	10.6125	9.0499	10.1095
C18orf25	8.98563	8.92583	10.7175	9.12249	9.66789	10.2213	10.9213	9.5743	11.8438	10.0199
C18orf8	9.0877	8.69978	9.91623	9.82827	10.8505	10.6047	10.5358	10.7264	10.1343	9.61638
C19orf10	10.4498	13.2176	9.03202	9.72207	9.6791	9.71109	8.37859	9.42092	9.84015	10.5487
C19orf25	10.7983	11.122	7.92598	9.71893	9.12438	10.697	9.65071	10.3876	9.52864	11.0465
C19orf43	9.6375	11.7627	9.97913	10.8161	9.53995	9.53531	9.54909	10.5715	8.42612	10.1825
C19orf47	9.33034	9.15267	10.0608	10.0693	9.57992	9.68345	9.87743	9.54365	11.445	11.2575
C19orf52	9.80682	11.0221	8.94056	8.71865	12.1777	13.0289	8.87855	9.14627	9.17312	9.10737
C19orf53	10.0387	10.6519	8.25682	10.2376	10.2831	9.62217	11.0319	12.1728	8.1608	9.5441
C19orf54	8.8868	8.60602	11.0505	10.5072	10.2281	10.8883	11.0147	11.2636	8.71217	8.84245
C19orf55	11.571	8.24781	7.42927	10.4806	10.9296	9.76583	9.90315	7.52468	10.8172	13.3309
C19orf66	8.05892	8.72502	8.91594	11.6083	9.79784	10.0387	9.87831	10.3221	10.7771	11.8777
C1D	11.7868	10.4887	9.91737	7.52351	11.3277	8.99592	11.5352	7.5021	12.0094	8.91322
C1GALT1	10.3047	10.0998	10.222	9.27054	9.6292	9.74903	8.8396	8.95012	11.1129	11.8221
C1GALT1C1	10.9636	11.1644	9.71237	9.6806	8.50569	9.84316	7.84749	8.30714	11.9624	12.0132
C1orf112	11.0593	11.1687	8.64587	8.95976	7.74101	7.06831	7.86588	7.3865	15.5273	14.5774
C1orf122	8.65045	7.99906	8.59452	9.54393	10.651	10.7793	11.9676	12.1109	9.89401	9.80925
C1orf123	9.61121	8.72308	11.3841	10.9276	10.6481	10.1267	10.2835	10.1769	9.54242	8.57635
C1orf131	9.46696	10.5223	9.79986	9.4804	11.2845	11.375	11.2917	11.3646	7.98778	7.42695
C1orf159	11.8516	11.6626	10.5372	9.5706	9.85951	8.34521	8.28844	7.44928	11.3745	11.061
C1orf167	11.0011	9.82842	11.7898	8.69731	9.69229	9.7742	9.04873	9.32975	11.0001	9.83831
C1orf174	10.6379	10.3608	10.1596	9.15579	9.94006	10.84	11.0578	10.459	8.40402	8.98501
C1orf198	9.67902	8.69964	9.42943	9.64332	9.39067	8.85568	11.7541	11.8275	11.3725	9.34822
C1orf21	10.6425	11.0116	8.35554	9.36003	8.89867	8.47675	7.65727	8.49934	12.3043	14.794
C1orf226	9.26497	10.7013	9.83773	9.59062	9.52618	9.28088	10.0388	9.0689	10.8081	11.8824
C1orf43	9.87373	11.2372	7.52273	9.03135	8.66867	8.99025	9.4903	10.6421	11.3442	13.1994
C1orf50	8.90534	9.08047	9.47972	11.5335	9.36036	11.7167	9.49868	10.7408	8.92966	10.7548
C1orf52	8.97362	11.2521	8.79382	10.1947	10.5512	11.1227	9.98185	11.3018	8.45417	9.37399
C1orf85	10.2403	10.167	9.39439	9.54276	10.3551	11.006	8.57884	8.72229	11.2574	10.7359
C1QBP	10.9312	8.87333	9.63562	8.22287	12.3402	10.4801	11.67	9.73876	9.59508	8.51278
C20orf112	11.7582	10.1545	10.9311	10.3819	8.54872	9.48557	8.30029	9.31054	11.0265	10.1027
C20orf24	11.804	8.13767	12.6428	6.15692	10.7022	9.44376	7.57399	9.3529	13.0206	11.1652
C20orf27	10.101	8.40947	12.0617	12.1149	9.16542	10.0065	10.0728	9.7874	9.4866	8.79424
C21orf33	9.65567	10.8088	8.7718	8.14599	11.4586	11.5731	10.2094	10.8788	9.01886	9.47895
C21orf59	9.7943	9.34368	10.5519	10.3095	10.4316	10.2625	11.2403	11.0017	8.71591	8.3486
C2CD2	11.0585	12.101	10.1042	9.48235	8.94034	9.71174	7.69951	8.55444	11.0182	11.3296
C2CD2L	9.74451	10.0891	8.89222	9.09727	10.3616	10.5528	9.86692	9.64709	11.1123	10.6362
C2CD3	9.88726	9.47581	10.3304	9.72853	10.0607	9.79578	9.01799	9.17256	11.3702	11.1608
C2CD5	9.60812	11.0222	10.3201	10.4675	10.3866	10.2745	9.64369	9.51109	9.35405	9.41222
C2CD5	10.6685	10.1192	9.8173	10.0623	9.65618	10.341	9.81308	9.84735	9.49391	10.1812
C2orf3	8.67132	9.38824	9.59241	11.6411	10.5404	9.76264	10.5472	11.7028	8.9094	9.24456
C2orf42	8.2413	8.23946	12.9108	6.97632	9.43234	12.5962	9.33716	9.7526	13.748	8.76581
C2orf43	10.5681	10.8521	10.5874	9.94231	9.64022	10.058	9.06346	9.21484	10.0785	9.99505
C2orf44	9.96512	8.9409	10.2928	9.66731	10.1069	11.0889	9.96724	9.41638	9.99945	10.555
C2orf47	9.76812	9.73956	8.53335	7.95951	10.866	14.2617	9.25186	10.9557	9.7922	8.87197
C2orf49	11.2059	11.4015	9.77338	9.46847	10.2316	8.82947	9.64779	8.85301	10.4586	10.1303
C2orf69	9.40524	10.0807	10.0348	10.0899	11.3569	10.3027	10.3738	10.3309	9.06244	8.96277
C2orf76	9.69542	7.29841	10.4657	10.6096	11.0822	10.6634	10.6676	9.11078	11.2003	9.20655
C3	9.98924	9.95237	8.55354	7.69608	7.61338	8.88059	8.97175	9.07909	14.4136	14.8503
C3orf17	9.07624	9.55136	9.78804	9.34926	11.0042	10.5648	11.8389	11.1193	8.87667	8.83125
C3orf38	9.97913	8.44739	10.5921	10.0928	9.32563	9.24716	9.98457	9.91856	11.3114	11.1012
C3orf58	12.3055	10.8551	10.4285	8.66877	9.56342	9.36553	8.3146	7.83027	11.1444	11.5239
C4A	8.92877	8.06216	13.5882	12.581	9.34216	10.6248	9.75345	9.43455	9.22496	8.45991
C4BPA	8.94253	9.61531	8.28687	6.27113	11.0432	11.2974	12.331	11.4268	11.0127	9.77307
C4orf27	8.87826	8.72267	9.56945	10.8342	10.3343	10.8909	10.7193	10.5699	9.50774	9.97325
C4orf32	9.58466	8.96273	9.91605	9.08561	12.1955	11.8402	10.2877	9.56286	10.0468	8.51789
C5orf22	9.8348	8.32022	11.0079	10.5489	9.80699	9.08585	11.3152	10.1939	10.5107	9.37563
C5orf24	10.7341	11.5443	10.6118	10.2383	9.26692	8.75944	10.072	9.86303	9.48424	9.42581
C5orf34	8.75196	8.07231	8.47145	8.03327	7.44992	7.16126	7.85095	7.65659	19.0026	17.5497
C5orf42	9.66553	8.03897	8.15465	7.33106	9.73033	10.097	12.1027	12.2287	11.6066	11.0445
C5orf51	9.9126	8.80142	11.0976	10.197	10.0691	9.22109	10.6894	11.0045	9.82158	9.18563
C6orf106	9.98266	9.37751	9.93346	11.11	9.32948	10.2308	9.86573	10.4712	9.9285	9.77063
C6orf120	10.4952	10.4813	10.1981	9.6306	9.62552	9.90309	9.46463	9.43078	10.7687	10.0021
C6orf211	9.19681	8.84765	11.3871	9.68062	11.2783	9.8959	10.3939	9.97165	10.2453	9.10275
C6orf47	11.0191	9.63098	9.18761	9.10711	7.83405	7.04081	9.87174	7.55469	14.7667	13.9873
C6orf89	10.2634	11.7836	10.1996	9.73623	8.23576	8.32194	9.48011	7.86038	11.9457	12.1733
C7orf25	8.9887	8.92898	10.7234	10.6136	10.8393	10.8797	10.7141	10.5557	8.88065	8.8758
C7orf26	10.6401	9.9252	9.84258	9.21462	9.88417	10.4316	9.92657	9.5733	10.35	10.2118
C7orf43	10.3129	9.10504	10.3904	10.1294	9.79361	10.8503	9.73096	9.7398	10.0947	9.85293
C7orf50	9.45033	8.46068	9.52035	9.91787	10.9081	10.6403	10.9165	10.6904	9.80984	9.68561
C7orf55	12.2176	10.0349	9.58966	8.44166	14.0477	11.1782	7.56785	6.81178	11.0008	9.10983
C8orf33	9.58765	8.4852	9.66563	10.2882	10.538	11.0198	11.4949	11.4053	8.88488	8.63057
C8orf37	10.0562	7.20892	12.0902	8.82954	9.99338	10.4836	10.7237	11.724	10.0472	8.84324
C8orf59	10.6317	11.1457	9.48823	9.34902	9.08369	9.09776	12.7266	12.2061	8.08654	8.18465
C8orf82	11.2864	11.0981	9.25829	8.8324	10.8671	11.1526	9.41634	10.2838	8.81677	8.98826
C9orf114	10.0843	10.6042	9.99858	9.21036	10.4116	9.91281	10.6509	10.3946	9.49049	9.24204
C9orf142	8.97671	8.82487	10.1777	10.637	10.7172	11.406	10.9952	10.7384	8.75414	8.77283
C9orf169	10.9081	8.81896	9.65409	9.58467	6.69916	8.89684	12.3487	12.2706	10.4141	10.4047
C9orf40	8.20778	10.0267	10.8277	11.3603	10.029	9.84487	11.2187	10.3219	8.2428	9.92024
